brand,ingredient,count,share
FOREO,Visit the Foreo boutique,2,0.25
FOREO,-Charcoal -Snow Lotus,1,0.125
FOREO,-Ginseng -Olive Oil,1,0.125
FOREO,-Hyaluronic Acid -Ceramide,1,0.125
FOREO,-Hyaluronic Acid -Red Algae,1,0.125
FOREO,-Pearl Extract -Niacinamide,1,0.125
FOREO,-Rose Water -Caffeine-infused,1,0.125
