brand,num_products,avg_price,avg_rating,avg_actives
BELIF,2,36.0,4.6,8.0
CAUDALIE,4,26.5,4.3,4.0
CLINIQUE,9,35.333333333333336,3.811111111111111,5.333333333333333
DR. JART+,2,36.0,4.1,3.0
FIRST AID BEAUTY,7,32.857142857142854,4.228571428571429,5.571428571428571
HERBIVORE,2,35.5,4.15,2.0
IT COSMETICS,4,38.0,4.1,14.0
JOSIE MARAN,4,33.0,4.15,4.0
KIEHL'S SINCE 1851,5,30.2,4.2,4.6
LANEIGE,5,34.4,4.6,5.8
MURAD,2,40.0,4.25,9.5
OLEHENRIKSEN,2,36.0,4.25,5.5
ORIGINS,3,34.0,4.266666666666667,8.333333333333334
PHILOSOPHY,2,39.0,4.05,2.0
TARTE,2,38.0,4.35,3.0
