brand,num_products,avg_price,avg_rating,avg_actives
CAUDALIE,4,45.5,4.3,4.25
CLINIQUE,3,35.333333333333336,4.066666666666666,5.0
DR. JART+,3,44.666666666666664,4.233333333333333,7.0
DRUNK ELEPHANT,4,34.75,4.225,6.75
FIRST AID BEAUTY,4,39.5,4.35,8.25
IT COSMETICS,3,41.333333333333336,3.8666666666666667,16.666666666666668
KATE SOMERVILLE,3,43.0,4.166666666666667,4.333333333333333
KIEHL'S SINCE 1851,3,48.333333333333336,4.1000000000000005,4.0
MOON JUICE,2,48.5,4.7,6.5
OLEHENRIKSEN,4,50.25,4.325,7.0
ORIGINS,5,45.4,4.04,6.4
PEACE OUT,2,19.0,4.25,1.5
PETER THOMAS ROTH,5,43.8,4.26,3.4
REN CLEAN SKINCARE,4,50.25,4.225,1.25
