brand,num_products,avg_price,avg_rating,avg_actives
BOSCIA,7,26.428571428571427,4.2,3.5714285714285716
CAUDALIE,7,27.0,4.228571428571429,2.2857142857142856
CLARINS,4,30.0,4.55,2.75
CLINIQUE,11,23.90909090909091,4.3999999999999995,3.909090909090909
DR. JART+,2,35.5,4.45,4.5
DRUNK ELEPHANT,4,27.0,4.425,2.25
FARMACY,3,30.666666666666668,4.466666666666666,3.3333333333333335
FIRST AID BEAUTY,4,23.25,4.2,6.5
FRESH,2,33.5,3.75,3.5
GLAMGLOW,3,24.333333333333332,4.133333333333334,6.666666666666667
INDIE LEE,2,32.0,4.4,4.0
IT COSMETICS,2,33.0,4.6,16.0
KATE SOMERVILLE,3,32.666666666666664,4.333333333333333,6.666666666666667
KIEHL'S SINCE 1851,9,24.333333333333332,4.277777777777778,3.888888888888889
KORRES,3,27.333333333333332,4.6000000000000005,3.3333333333333335
LANEIGE,5,25.8,4.32,3.4
MURAD,2,34.0,4.35,5.0
OLEHENRIKSEN,9,24.0,4.466666666666667,6.666666666666667
ORIGINS,3,24.0,4.433333333333334,3.6666666666666665
PETER THOMAS ROTH,3,38.666666666666664,4.3,5.0
PHILOSOPHY,3,22.0,4.633333333333333,7.0
REN CLEAN SKINCARE,3,32.333333333333336,4.3,2.0
SATURDAY SKIN,2,27.0,4.55,5.5
SEPHORA COLLECTION,2,7.0,4.15,0.0
SHISEIDO,4,26.5,4.4,2.5
SUNDAY RILEY,2,36.5,4.3,5.0
TATCHA,2,25.0,4.550000000000001,0.0
