brand,num_products,avg_price,avg_rating,avg_actives,overlap_with_skin_topN,coverage_skin_topN,avg_lift_vs_label,num_high_lift(>1.5),avg_distinctiveness,num_distinct(>2x_label),example_overlap,price_per_active
MOON JUICE,2,48.5,4.7,6.5,4,0.267,1.076,0,5.736,6,"Citric Acid, Glycerin, Tocopherol",7.46
PEACE OUT,2,19.0,4.25,1.5,3,0.2,1.066,0,7.253,6,"Butylene Glycol, Carbomer, Glycerin",12.67
IT COSMETICS,3,41.33,3.87,16.67,7,0.467,1.038,0,1.47,2,"Butylene Glycol, Glycerin, Phenoxyethanol",2.48
DR. JART+,3,44.67,4.23,7.0,6,0.4,1.022,0,1.691,3,"Butylene Glycol, Glycerin, Water",6.38
OLEHENRIKSEN,4,50.25,4.32,7.0,9,0.6,0.997,0,1.8,3,"Phenoxyethanol, Water, Glycerin",7.18
KIEHL'S SINCE 1851,4,51.75,4.03,4.0,8,0.533,0.993,0,1.964,4,"Water, Phenoxyethanol, Glycerin",12.94
DR. BRANDT SKINCARE,4,67.0,4.1,4.75,9,0.6,0.989,0,1.555,4,"Phenoxyethanol, Water, Glycerin",14.11
DRUNK ELEPHANT,5,43.8,4.2,6.6,7,0.467,0.966,0,1.922,5,"Glycerin, Caprylyl Glycol, Water",6.64
KATE SOMERVILLE,3,43.0,4.17,4.33,9,0.6,0.961,0,1.619,4,"Water, Glycerin, Phenoxyethanol",9.92
PETER THOMAS ROTH,6,47.33,4.25,3.33,9,0.6,0.955,0,1.582,3,"Water, Butylene Glycol, Glycerin",14.2
REN CLEAN SKINCARE,4,50.25,4.22,1.25,5,0.333,0.953,0,1.528,2,"Glycerin, Phenoxyethanol, Tocopherol",40.2
CLINIQUE,4,46.5,3.82,5.75,9,0.6,0.947,0,1.868,3,"Butylene Glycol, Phenoxyethanol, Water",8.09
CAUDALIE,5,52.2,4.28,4.2,6,0.4,0.946,0,1.94,3,"Water, Caprylyl Glycol, Potassium Sorbate",12.43
DR. DENNIS GROSS SKINCARE,3,67.0,4.47,1.33,6,0.4,0.943,0,1.733,3,"Glycerin, Water, Butylene Glycol",50.25
MURAD,4,61.5,4.35,7.25,6,0.4,0.936,0,1.946,3,"Butylene Glycol, Water, Phenoxyethanol",8.48
KORRES,2,75.0,4.35,8.0,6,0.4,0.925,0,1.992,6,"Water, Glycerin, Phenoxyethanol",9.38
FIRST AID BEAUTY,4,39.5,4.35,8.25,8,0.533,0.914,0,1.966,1,"Glycerin, Water, Phenoxyethanol",4.79
ALGENIST,2,56.0,4.25,5.0,9,0.6,0.914,0,1.724,3,"Glycerin, Water, Caprylyl Glycol",11.2
ORIGINS,5,45.4,4.04,6.4,8,0.533,0.902,0,1.728,4,"Butylene Glycol, Glycerin, Sodium Hyaluronate",7.09
PERRICONE MD,2,64.5,4.4,4.0,8,0.533,0.893,0,1.46,2,"Water, Glycerin, Phenoxyethanol",16.12
