product_id,brand,name,Label,ingredient,ord,global_support
0,LA MER,Crème de la Mer,Moisturizer,Water,23,990
0,LA MER,Crème de la Mer,Moisturizer,Glycerin,3,942
0,LA MER,Crème de la Mer,Moisturizer,Citric Acid,28,334
0,LA MER,Crème de la Mer,Moisturizer,Sodium Benzoate,39,251
0,LA MER,Crème de la Mer,Moisturizer,Limonene,32,246
0,LA MER,Crème de la Mer,Moisturizer,Linalool,34,236
0,LA MER,Crème de la Mer,Moisturizer,Panthenol,31,172
0,LA MER,Crème de la Mer,Moisturizer,Citronellol,36,147
0,LA MER,Crème de la Mer,Moisturizer,Geraniol,33,126
0,LA MER,Crème de la Mer,Moisturizer,Alcohol Denat.,40,109
0,LA MER,Crème de la Mer,Moisturizer,Isohexadecane,4,87
0,LA MER,Crème de la Mer,Moisturizer,Citral,38,81
0,LA MER,Crème de la Mer,Moisturizer,Fragrance.,41,78
0,LA MER,Crème de la Mer,Moisturizer,Zinc Gluconate,18,72
0,LA MER,Crème de la Mer,Moisturizer,Helianthus Annuus (Sunflower) Seedcake,12,56
1,SK-II,Facial Treatment Essence,Moisturizer,Water,3,990
1,SK-II,Facial Treatment Essence,Moisturizer,Butylene Glycol,1,755
1,SK-II,Facial Treatment Essence,Moisturizer,Sodium Benzoate,4,251
1,SK-II,Facial Treatment Essence,Moisturizer,Pentylene Glycol,2,214
1,SK-II,Facial Treatment Essence,Moisturizer,Methylparaben,5,75
1,SK-II,Facial Treatment Essence,Moisturizer,Galactomyces Ferment Filtrate (Pitera),0,8
1,SK-II,Facial Treatment Essence,Moisturizer,Sorbic Acid.,6,7
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Water,0,990
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Glycerin,2,942
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Phenoxyethanol,53,765
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Butylene Glycol,36,755
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Sodium Hyaluronate,31,465
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Caprylyl Glycol,51,440
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Xanthan Gum,47,396
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Tocopherol,54,306
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Carbomer,42,294
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Sodium Benzoate,55,251
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Polysorbate 20,43,200
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Cetearyl Alcohol,3,186
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,1,49,186
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,Lecithin,35,184
2,DRUNK ELEPHANT,Protini™ Polypeptide Cream,Moisturizer,2-Hexanediol,50,175
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Water,26,990
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Glycerin,34,942
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Phenoxyethanol,77,765
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Butylene Glycol,5,755
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Sodium Hyaluronate,59,465
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Dimethicone,10,435
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Tocopheryl Acetate,52,411
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Caprylic/Capric Triglyceride,50,308
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Potassium Sorbate,76,289
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Disodium Edta,69,273
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Fragrance,68,257
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Limonene,75,246
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Linalool,74,236
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Pentylene Glycol,67,214
3,LA MER,The Moisturizing Soft Cream,Moisturizer,Caffeine,35,207
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Water,0,990
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Glycerin,42,942
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Phenoxyethanol,24,765
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Butylene Glycol,4,755
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Caprylyl Glycol,18,440
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Dimethicone,3,435
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Tocopheryl Acetate,22,411
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Ethylhexylglycerin,20,382
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Citric Acid,60,334
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Tocopherol,67,306
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Potassium Sorbate,62,289
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Disodium Edta,28,273
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Sodium Benzoate,61,251
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,1,26,186
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,Cyclopentasiloxane,9,181
5,TATCHA,The Water Cream,Moisturizer,Water,0,990
5,TATCHA,The Water Cream,Moisturizer,Glycerin,4,942
5,TATCHA,The Water Cream,Moisturizer,Butylene Glycol,24,755
5,TATCHA,The Water Cream,Moisturizer,Sodium Hyaluronate,12,465
5,TATCHA,The Water Cream,Moisturizer,Dimethicone,2,435
5,TATCHA,The Water Cream,Moisturizer,Ethylhexylglycerin,25,382
5,TATCHA,The Water Cream,Moisturizer,Disodium Edta,21,273
5,TATCHA,The Water Cream,Moisturizer,Propanediol,3,238
5,TATCHA,The Water Cream,Moisturizer,Lecithin,13,184
5,TATCHA,The Water Cream,Moisturizer,Alcohol,27,146
5,TATCHA,The Water Cream,Moisturizer,Sodium Citrate,16,143
5,TATCHA,The Water Cream,Moisturizer,Mica,17,143
5,TATCHA,The Water Cream,Moisturizer,Sodium Chloride,15,119
5,TATCHA,The Water Cream,Moisturizer,Titanium Dioxide,23,61
5,TATCHA,The Water Cream,Moisturizer,Parfum/Fragrance,26,42
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Water,0,990
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Glycerin,1,942
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Phenoxyethanol,25,765
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Caprylyl Glycol,23,440
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Xanthan Gum,22,396
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Citric Acid,20,334
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Caprylic/Capric Triglyceride,2,308
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Carbomer,21,294
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Sodium Hydroxide,19,266
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Pentylene Glycol,8,214
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Cetearyl Alcohol,7,186
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Stearic Acid,5,176
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Chlorphenesin,24,153
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Ceteareth-20,17,65
6,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,Moisturizer,Trisodium Ethylenediamine Disuccinate,18,27
7,DRUNK ELEPHANT,Virgin Marula Luxury Facial Oil,Moisturizer,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,2
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Water,0,990
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Glycerin,1,942
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Phenoxyethanol,12,765
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Xanthan Gum,29,396
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Tocopherol,31,306
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Carbomer,26,294
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Disodium Edta,23,273
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Sodium Hydroxide,30,266
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Glyceryl Stearate,17,235
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Squalane,3,205
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,24,177
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Stearic Acid,19,176
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Chlorphenesin,21,153
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Cetyl Alcohol,16,148
8,KIEHL'S SINCE 1851,Ultra Facial Cream,Moisturizer,Urea,8,80
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Water,23,990
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Glycerin,3,942
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Citric Acid,28,334
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Sodium Benzoate,39,251
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Limonene,32,246
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Linalool,34,236
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Panthenol,31,172
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Citronellol,36,147
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Geraniol,33,126
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Alcohol Denat.,40,109
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Isohexadecane,4,87
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Citral,38,81
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Fragrance.,41,78
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Zinc Gluconate,18,72
9,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,Moisturizer,Helianthus Annuus (Sunflower) Seedcake,12,56
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Water,0,990
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Glycerin,1,942
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Phenoxyethanol,37,765
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Butylene Glycol,31,755
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Sodium Hyaluronate,17,465
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Caprylyl Glycol,26,440
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Dimethicone,24,435
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Tocopheryl Acetate,18,411
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Xanthan Gum,32,396
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Citric Acid,34,334
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Caprylic/Capric Triglyceride,5,308
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Tocopherol,20,306
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Carbomer,27,294
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Potassium Sorbate,35,289
10,FRESH,Lotus Youth Preserve Moisturizer,Moisturizer,Limonene,38,246
11,KIEHL'S SINCE 1851,Midnight Recovery Concentrate,Moisturizer,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil/Evening Primrose Oil Simmondsia Chinensis Oil/Jojoba Seed Oil Coriandrum Sativum Oil/Coriander Seed Oil Tocopherol Lavandula Angustifolia Oil/Lavender Oil Pelargonium Graveolens Flower Oil Linalool Rosmarinus Officinalis Leaf Oil/Rosemary Leaf Oil Citronellol Geraniol Lavandula Hybrida Oil Cucumis Sativus Extract/Cucumber Fruit Extract Curcuma Longa Extract/Turmeric Root Extract Limonene Citral Sclareolide Rosa Spp/Rose Flower Oil Jasminum Officinale Extract/Jasmine Extract Helianthus Annuus Seed Oil/Sunflower Seed Oil.,0,1
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Water,0,990
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Glycerin,2,942
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Dimethicone,5,435
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Caprylic/Capric Triglyceride,10,308
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Carbomer,46,294
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Limonene,51,246
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Glyceryl Stearate,45,235
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Squalane,34,205
12,BELIF,The True Cream Aqua Bomb,Moisturizer,1,7,186
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Cyclopentasiloxane,6,181
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,39,177
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Stearic Acid,44,176
12,BELIF,The True Cream Aqua Bomb,Moisturizer,2-Hexanediol,8,175
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Panthenol,33,172
12,BELIF,The True Cream Aqua Bomb,Moisturizer,Citronellol,50,147
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Chamomilla Recutita (Matricaria) Flower Oil,7,4
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Rubus Fruticosus (Cold Pressed Blackberry) Seed Oil,4,2
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Persea Gratissima (Extra Virgin,0,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Cold Pressed Avocado) Oil,1,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Vitis Vinifera (Organic,2,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Cold Pressed Concord Grape) Seed Oil,3,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Salvia Hispanica (Cold Pressed Chia) Oil,5,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Dimethyl Isosorbide (and) Hydroxypinacolone Retinoate,6,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Tanecetum annuum (Blue Tansy) oil,8,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Anthemis nobilis (English Chamomile) oil,9,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Eriocephalus punctulatus (Cape Chamomile) oil,10,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Citrus Aurantium Amara (Neroli) Oil,11,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Citrus Aurantium Dulcis (Blood Orange) oil,12,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Cananga Odorata Flower (Ylang Ylang) Oil,13,1
13,SUNDAY RILEY,Luna Sleeping Night Oil,Moisturizer,Vetivera zizanoides (Vetiver) oil,14,1
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Water,0,990
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Glycerin,32,942
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Citric Acid,10,334
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Tocopherol,40,306
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Potassium Sorbate,41,289
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Sodium Benzoate,39,251
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Propanediol,2,238
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Cetearyl Alcohol,31,186
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,1,45,186
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,2-Hexanediol,46,175
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Lactic Acid,1,106
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Helianthus Annuus (Sunflower) Seed Oil,28,102
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Glycolic Acid,4,93
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Behenyl Alcohol,37,89
14,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,Moisturizer,Potassium Hydroxide,5,87
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Water,136,990
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Glycerin,2,942
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Glycerin,19,942
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Glycerin,54,942
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Glycerin,81,942
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Glycerin,110,942
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Glycerin,139,942
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Glycerin,177,942
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Phenoxyethanol,14,765
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Phenoxyethanol,72,765
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Phenoxyethanol,103,765
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Phenoxyethanol,134,765
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Phenoxyethanol,173,765
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Phenoxyethanol,217,765
15,DRUNK ELEPHANT,The Littles™,Moisturizer,Butylene Glycol,80,755
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Water,0,990
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Glycerin,2,942
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Caprylyl Glycol,13,440
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Dimethicone,9,435
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Xanthan Gum,21,396
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Caprylic/Capric Triglyceride,4,308
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Sodium Hydroxide,20,266
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Disodium EDTA,17,260
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Glyceryl Stearate,6,235
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Squalane,10,205
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Cetearyl Alcohol,7,186
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Stearic Acid,1,176
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Camellia Sinensis Leaf Extract,12,162
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,Allantoin,11,132
16,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,Moisturizer,C12-15 Alkyl Benzoate,3,75
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Water,0,990
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Glycerin,3,942
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Phenoxyethanol,33,765
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Butylene Glycol,2,755
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Sodium Hyaluronate,18,465
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Caprylyl Glycol,19,440
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Dimethicone,1,435
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Tocopheryl Acetate,24,411
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Disodium Edta,31,273
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Caffeine,15,207
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,25,177
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Hexylene Glycol,29,160
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Trehalose,5,149
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Hydrogenated Lecithin,23,102
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,Tromethamine,27,100
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Water,0,990
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Glycerin,1,942
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Phenoxyethanol,36,765
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Butylene Glycol,3,755
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Dimethicone,8,435
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Tocopheryl Acetate,21,411
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Xanthan Gum,12,396
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Caprylic/Capric Triglyceride,31,308
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Fragrance,35,257
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Propanediol,5,238
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Pentylene Glycol,4,214
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,26,177
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Citronellol,37,147
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,Tromethamine,27,100
18,FRESH,Rose Deep Hydration Moisturizer,Moisturizer,BHT,32,71
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Water,0,990
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Glycerin,1,942
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Butylene Glycol,6,755
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Dimethicone,10,435
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Tocopheryl Acetate,18,411
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Caprylic/Capric Triglyceride,8,308
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Disodium Edta,28,273
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Sodium Hydroxide,36,266
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Fragrance,37,257
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Pentylene Glycol,9,214
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Cetearyl Alcohol,21,186
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Stearic Acid,27,176
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Panthenol,17,172
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Cetyl Alcohol,15,148
19,SK-II,R.N.A. POWER Face Cream,Moisturizer,Niacinamide,4,113
20,LA MER,Crème de la Mer Mini,Moisturizer,Water,23,990
20,LA MER,Crème de la Mer Mini,Moisturizer,Glycerin,3,942
20,LA MER,Crème de la Mer Mini,Moisturizer,Citric Acid,28,334
20,LA MER,Crème de la Mer Mini,Moisturizer,Sodium Benzoate,39,251
20,LA MER,Crème de la Mer Mini,Moisturizer,Limonene,32,246
20,LA MER,Crème de la Mer Mini,Moisturizer,Linalool,34,236
20,LA MER,Crème de la Mer Mini,Moisturizer,Panthenol,31,172
20,LA MER,Crème de la Mer Mini,Moisturizer,Citronellol,36,147
20,LA MER,Crème de la Mer Mini,Moisturizer,Geraniol,33,126
20,LA MER,Crème de la Mer Mini,Moisturizer,Alcohol Denat.,40,109
20,LA MER,Crème de la Mer Mini,Moisturizer,Isohexadecane,4,87
20,LA MER,Crème de la Mer Mini,Moisturizer,Citral,38,81
20,LA MER,Crème de la Mer Mini,Moisturizer,Fragrance.,41,78
20,LA MER,Crème de la Mer Mini,Moisturizer,Zinc Gluconate,18,72
20,LA MER,Crème de la Mer Mini,Moisturizer,Helianthus Annuus (Sunflower) Seedcake,12,56
21,BAREMINERALS,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,Moisturizer,Water,0,990
21,BAREMINERALS,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,Moisturizer,Glycerin,6,942
21,BAREMINERALS,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,Moisturizer,Butylene Glycol,14,755
21,BAREMINERALS,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,Moisturizer,Sodium Hyaluronate,16,465
21,BAREMINERALS,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,Moisturizer,Caprylic/Capric Triglyceride,9,308
21,BAREMINERALS,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,Moisturizer,Potassium Sorbate,27,289
