brand,num_products,avg_price,avg_rating,avg_actives
CAUDALIE,4,26.5,4.3,4.0
CLINIQUE,3,35.333333333333336,4.133333333333334,6.333333333333333
DR. JART+,2,36.0,4.1,3.0
FIRST AID BEAUTY,7,32.857142857142854,4.228571428571429,5.571428571428571
HERBIVORE,2,35.5,4.15,2.0
IT COSMETICS,3,38.0,4.166666666666667,14.0
JOSIE MARAN,4,33.0,4.15,4.0
KIEHL'S SINCE 1851,4,30.5,4.225,5.25
LANEIGE,5,33.8,4.4799999999999995,6.8
OLEHENRIKSEN,2,39.0,4.300000000000001,5.0
ORIGINS,2,31.5,4.4,8.5
PHILOSOPHY,2,39.0,4.05,2.0
